channel_name,channel_id,view_count,category,country,defaultLanguage,subscriber_count,created_date,description,custom_url,thumbnail,video_count
Mahindra Group,UC3IZKseVpdzPSBaWxBxundA,5.73291E+13,"Hip hop music, Pop music, Music, Music of Asia",KR,,20275450523,2008-06-04T08:23:22Z,"Welcome to the official YouTube channel of HYBE, the content hub for BIGHIT MUSIC, BELIFT LAB, SOURCE MUSIC, PLEDIS Entertainment, KOZ ENTERTAINMENT, ADOR, YX LABELS, HYBE x Geffen Records and more.",@hybelabels,https://yt3.ggpht.com/ytc/AIdro_l8g0yRFG8xoe_qeqk8Ki9UFy36cB2IjZEWZWz0h7gl-t0=s800-c-k-c0x00ffffff-no-rj,140922719.7
Fidi Wstafidi l فيدي و استفيدي,UCVNE660NcgYzi18LwwUZb7Q,5.73331E+13,,,,20276863310,2019-01-18T05:14:32Z,,@billieeilish9370,https://yt3.ggpht.com/ytc/AIdro_n3NfvUAVtcUJvWhSVp-cDJ7ja-VVlBTwJrzFeJuIgAMw=s800-c-k-c0x00ffffff-no-rj,140932584
Sujes,UCF1JIbMUs6uqoZEY1Haw0GQ,5.73371E+13,"Entertainment, Film",IN,,20278276096,2007-09-01T11:44:51Z,"Welcome to ShemarooEnt, one of the finest destinations for exclusive entertainment content on YouTube.   Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out-of-the-box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content, and Content Distribution with a large content library of over 2900 titles.",@shemaroo,https://yt3.ggpht.com/ytc/AIdro_mhdF4RNZM9OHP-A8BvrQO4q6BenIVFCTfjURrYjYxAxw=s800-c-k-c0x00ffffff-no-rj,140942448.3
TechTag,UCYiGq8XF7YQD00x7wAd62Zg,5.73411E+13,"Role-playing video game, Action game, Video game culture, Action-adventure game",CL,,20279688882,2013-05-19T00:09:13Z,Lento pero seguro.,@juegagerman,https://yt3.ggpht.com/vOsrLzWD4z1dbr470nEXydi3Kb55jW6YqcpQiq1LHyj9IvElga7zBHEfqFZvC26BRKmQimEbiA=s800-c-k-c0x00ffffff-no-rj,140952312.6
TehNoobWorld,UC4NALVCmcmL5ntpV0thoH6w,5.73451E+13,"Entertainment, Music, Film",US,en,20281101669,2014-08-05T20:15:33Z,"LooLoo Kids💖 is an educational YouTube channel designed for children and parents alike. With a vast collection of nursery rhymes, baby songs, and kid songs, our content is tailored to entertain and inspire kids of all ages while promoting critical thinking, creative exploration, and a sense of imagination. Lovable characters like Johny and his friends, Emmy, Monica, Laura, Siu, and Li take kids on exciting adventures.  At LooLoo Kids, we take education seriously, which is why we ensure that Johny and his friends are always having fun while learning from every adventure and activity. Our channel includes educational kids' songs, kindergarten songs, and learning songs that are perfect for toddlers and preschoolers. From action songs for kids to dance songs and sing-along songs, our animations for kids are among the best. Join us for the best kids' songs, dance songs for kids, and educational children’s songs.",@loolookids,https://yt3.ggpht.com/XQ8Z5bwcV4dgjWEYFI1n1M9W2lgEP6RPh8LxqUq6ScFkXWXXwZIz0TTun_B05TTiTvReU5vy=s800-c-k-c0x00ffffff-no-rj,140962176.9
Will Smith,UCJrDMFOdv1I2k8n9oK_V21w,5.73491E+13,"Film, Music, Music of Asia, Pop music",IN,,20282514455,2007-05-22T10:13:28Z,"The proud history of Tips Music Limited (Formerly Known as Tips Industries Limited) stretches back over four decades ago, it was founded by Kumar S. Taurani and Ramesh S. Taurani in 1975. Its distributors serve more than 1,000 wholesalers and 400,000 retailers across India. A treat for every music lover and Bollywood connoisseur! Chart-buster songs from super-hit movies like Dil Hai Tumhara, Ramaiya Vastavaiya, Ajab Prem Ki Gazab Kahani and more.  Tips Music - Home To India's Biggest Music Hits. Subscribe to our channel to listen to chartbusters in the making, see premieres of blockbuster videos and get your daily dose of some great music right here.  Subscribe to the Tips Official YouTube channel for all the latest and The Must Have Hits.",@tipsofficial,https://yt3.ggpht.com/zSQrmF-U4JwDv9QalTMOuEEWjGDjM9LvNgahKGGks6WKhe6XEOFf2C4ErQ-1-J9o2wFrHtIw5A=s800-c-k-c0x00ffffff-no-rj,140972041.2
Mikerophone,UCX6OQ3DkcsbYNE6H8uQQuVA,5.73531E+13,"Lifestyle (sociology), Entertainment, Film",US,en,20283927241,2012-02-20T00:43:50Z,"SUBSCRIBE FOR A COOKIE! New MrBeast or MrBeast Gaming video every single Saturday at noon eastern time! Accomplishments: - Raised $20,000,000 To Plant 20,000,000 Trees - Removed 30,000,000 pounds of trash from the ocean - Helped 2,000 people walk again - Helped 1,000 blind people see - Helped 1,000 deaf people hear - Built wells in Africa - Built and gave away 100 houses - Adopted every dog in a shelter (twice) - Given millions to charity - Started my own snack company Feastables - Started my own software company Viewstats - Started Lunchly, a tasty, better-for-you lunch option - Gave away a private island (twice) - Gave away 1 million meals - I counted to 100k - Ran a marathon in the world's largest shoes - Survived 50 hours in Antarctica - Recreated Squid Game in real life - Created the largest competition show with 1000 people (Beast Games) - Gave $5,000,000 to one person - Passed T-Series to become most subscribed YouTube channel 🥹 you get it, I appreciate all of you so much :)",@mrbeast,https://yt3.ggpht.com/nxYrc_1_2f77DoBadyxMTmv7ZpRZapHR5jbuYe7PlPd5cIRJxtNNEYyOC0ZsxaDyJJzXrnJiuDE=s800-c-k-c0x00ffffff-no-rj,140981905.5
Swidge,UCK1i2UviaXLUNrZlAFpw_jA,5.73571E+13,"Music, Entertainment, Film",AR,,20285340028,2011-06-02T16:20:07Z,"El Reino Infantil es la comunidad digital para niños en español N°1 del mundo. Nuestras historias y canciones fomentan las habilidades clave para la vida, incluyendo la comunicación, la cooperación y la creatividad.  Dentro de El Reino Infantil encontrarás series divertidísimas para disfrutar en familia como La Granja de Zenón, Canciones del Zoo, Bichikids, Paco el Marinero, Rondas, La Familia Blu, Michi-guau ¡Y muchas más!",@elreinoinfantil,https://yt3.ggpht.com/JzIyfovSV3fVXtsYTwnKsTTnJML9bae6MM_NC2wU2F35XPn3NevnFU6YGS1-R-i6Xn2Qj9Zv=s800-c-k-c0x00ffffff-no-rj,140991769.9
AMMO NYC,UCIwFjwMjI0y7PDBVEO9-bkQ,5.73611E+13,"Hip hop music, Music, Pop music, Electronic music, Soul music, Rhythm and blues",CA,,20286752814,2007-01-15T21:17:27Z,,@justinbieber,https://yt3.ggpht.com/4Mz5el_eyeB5cBod2jHMV-CC3fYiuSmDuCT9A9tGyYh03KQyVdrP04KYYMttZItBCtn4kfef=s800-c-k-c0x00ffffff-no-rj,141001634.2
PokerStars,UCpEhnqL0y41EpW2TvWAHD7Q,5.73652E+13,"Entertainment, Television program, Film",IN,,20288165600,2006-09-20T22:24:59Z,"Sony Entertainment Television is one of the leading Hindi General Entertainment channels in India. Since its launch in October 1995, SET has created a unique space, in television programming, with movie premieres, fiction & non–fiction shows. The Kapil Sharma Show, Shark Tank India, Kaun Banega Crorepati, Indian Idol, Bade Achhe Lagte Hain, Adaalat, CID, Crime Patrol and Super Dancer are some of the popular shows by Sony. Drama, suspense, romance & reality, you name and we have it all for you.",@setindia,https://yt3.ggpht.com/vmmZsYmryt238vqck4KAYf69gOSu22ZfqVE3rwT1tYz4hr68xl7crIUK7kghQgR6RiB9IlQ5mQ=s800-c-k-c0x00ffffff-no-rj,141011498.5
Programming with Mosh,UC22nIfOTM7KLIQuFGMKzQbg,5.73692E+13,"Music of Asia, Music",IN,,20289578386,2014-10-29T06:45:10Z,"Welcome to Wave Music, the leading Bhojpuri record label in India! Dive into a vibrant collection of captivating tracks from your favorite artists, including Pawan Singh, Khesari Lal Yadav, Shilpi Raj, Neelkamal Singh, Arvind Akela Kallu, Samar Singh, Dinesh Lal Yadav 'Nirhua', Ashish Yadav, Raushan Rohi, Pramod Premi, Chandan Chanchal, Gunjan Singh, Anu Dubey, Ankush Raja, Golu Gold, Shivani Singh, Ritesh Pandey, Jitendra Singh Anshu, Manoj Tiwari, Kalpana, Bharat Sharma Vyas, Khushi Kakkar, Mohini Pandey, Anupama Yadav, Antra Singh Priyanka, Neha Raj, and many more. Our channel features a blend of Lokgeet, movie songs, Sawan, chhath, Chaita, Holi, shiv charcha, Devi geet, Birha, Dugola, Nirgun, Vivah Geet and engaging music videos that celebrate the rich culture and rhythm of Bhojpuri music. Subscribe to stay updated on the latest hits and timeless classics to take you on an unforgettable journey! The channel has more than 50000 tracks of 5000+ artists of different categories.",@wavemusicindia,https://yt3.ggpht.com/-m-efGozwxkvoZiijhjJcLSuUxZQpXvJu9tObrAbfhrtr67AAf1V674HBB8eHixOLHrj3WBlgxI=s800-c-k-c0x00ffffff-no-rj,141021362.8
Joji,UC55IWqFLDH1Xp7iu1_xknRA,5.73732E+13,"Television program, Entertainment, Film",IN,,20290991173,2008-06-13T11:09:32Z,Welcome to the official main channel of Colors TV!  Show some love people by subscribing to our channel: http://www.youtube.com/user/colorstv?sub_confirmation=1 Follow us on Google+: https://plus.google.com/108336806150063826507 Follow us on Facebook: https://www.facebook.com/ColorsTV Follow us on Twitter: https://twitter.com/ColorsTV,@colorstv,https://yt3.ggpht.com/YH2mGkzAp3_ViTqTg7oPXiMROQTQIxilqDe50tIrsuUTMA8orJ_ChO3et-TD81s-d8fppKeFJQ=s800-c-k-c0x00ffffff-no-rj,141031227.1
Purina Friskies,UC56gTxNs4f9xZ7Pa2i5xNzg,5.73772E+13,"Lifestyle (sociology), Pop music, Music of Asia, Music, Film",IN,,20292403959,2009-09-02T23:16:22Z,"Welcome to Sony Music India's official YouTube channel, the ultimate destination for music enthusiasts and fans of the Indian music scene. Immerse yourself in a world of melodies, rhythms, and harmonies as we proudly present ""Sony Music India - Home To India's Biggest Music Hits.""  Step into a realm where musical brilliance knows no bounds, and every beat resonates with the heartbeat of a nation. With a legacy that spans genres and generations, our channel is a testament to the power of music to unite, inspire, and captivate. From timeless classics to contemporary chart-toppers, we curate a diverse range of sounds that cater to every palate.  hit that subscribe button and become a part of our musical family. Tune in daily to satiate your cravings for remarkable tunes, captivating visuals, and the sheer joy that great music brings.   👉 Subscribe: - https://www.youtube.com/@SonyMusicIndia/videos",@sonymusicindia,https://yt3.ggpht.com/42o3XIW1j5zmzsFeZs3ND4QwaXXrnpK9vqftcEuEdbgNhPbltXRktcSmyJ12-gSRqKch93Ir=s800-c-k-c0x00ffffff-no-rj,141041091.4
DipYourCar,UC0C-w0YjGpqDXGB8IHb662A,5.73812E+13,"Music, Pop music, Lifestyle (sociology)",,,20293816745,2006-08-08T13:59:50Z,Ed Sheeran x  Play - Out Now,@edsheeran,https://yt3.ggpht.com/pZQ5JMD4EOI8TcNYAPTzMexe_fC0CKnb_hYlV4rPfIzmDidF239fH1XKmzkeT30XSg7fxNwc_w=s800-c-k-c0x00ffffff-no-rj,141050955.7
REDBOX Entertainment,UCppHT7SZKKvar4Oc9J4oljQ,5.73852E+13,"Film, Entertainment, Television program",IN,en,20295229532,2005-12-11T06:23:26Z,"Launched in 1992, Zee TV is the pioneer of television entertainment industry in India. Official account of India’s pioneering Hindi General Entertainment Channel of India. Our innovative programming has set new benchmarks, and helped us connect with over 3 billion viewers across world. We celebrate the hopes and ambitions of the great Indian middle class community like no other.",@zeetv,https://yt3.ggpht.com/azn2b7O1Xx3JXUYAQ3XqdFl3bvhrcVhumeccIFs6N-VxhrUdhachSlZFCZlM26NEdEvU06mpS2U=s800-c-k-c0x00ffffff-no-rj,141060820
TFPC,channel_id,view_count,category,country,defaultLanguage,subscriber_count,created_date,description,custom_url,thumbnail,video_count
Jay Alvarrez,UCOmHUn--16B90oW2L6FRR3A,5.73892E+13,"Music of Asia, Pop music, Music, Electronic music",KR,,20296642318,2016-06-29T03:15:23Z,"BLACKPINK Official YouTube Channel 블랙핑크 공식 유튜브 채널입니다.  JISOO, JENNIE, ROSÉ, LISA 지수, 제니, 로제, 리사",@blackpink,https://yt3.ggpht.com/U3VrCkKjzTpQ3VYv4SCPjNfDHeJV-swGNnhLYhr0nV4lZz_GVUNzK4EB-HFRfKv9S5VNh14uAg=s800-c-k-c0x00ffffff-no-rj,141070684.3
Moo,UC3IZKseVpdzPSBaWxBxundA,5.73932E+13,"Hip hop music, Pop music, Music, Music of Asia",KR,,20298055104,2008-06-04T08:23:22Z,"Welcome to the official YouTube channel of HYBE, the content hub for BIGHIT MUSIC, BELIFT LAB, SOURCE MUSIC, PLEDIS Entertainment, KOZ ENTERTAINMENT, ADOR, YX LABELS, HYBE x Geffen Records and more.",@hybelabels,https://yt3.ggpht.com/ytc/AIdro_l8g0yRFG8xoe_qeqk8Ki9UFy36cB2IjZEWZWz0h7gl-t0=s800-c-k-c0x00ffffff-no-rj,141080548.6
PDriveTV,UCVNE660NcgYzi18LwwUZb7Q,5.73972E+13,,,,20299467891,2019-01-18T05:14:32Z,,@billieeilish9371,https://yt3.ggpht.com/ytc/AIdro_n3NfvUAVtcUJvWhSVp-cDJ7ja-VVlBTwJrzFeJuIgAMw=s800-c-k-c0x00ffffff-no-rj,141090412.9
AutoYogi,UCF1JIbMUs6uqoZEY1Haw0GQ,5.74012E+13,"Entertainment, Film",IN,,20300880677,2007-09-01T11:44:51Z,"Welcome to ShemarooEnt, one of the finest destinations for exclusive entertainment content on YouTube.   Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out-of-the-box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content, and Content Distribution with a large content library of over 2900 titles.",@shemaroo,https://yt3.ggpht.com/ytc/AIdro_mhdF4RNZM9OHP-A8BvrQO4q6BenIVFCTfjURrYjYxAxw=s800-c-k-c0x00ffffff-no-rj,141100277.2
coolirpa,UCYiGq8XF7YQD00x7wAd62Zg,5.74053E+13,"Role-playing video game, Action game, Video game culture, Action-adventure game",CL,,20302293463,2013-05-19T00:09:13Z,Lento pero seguro.,@juegagerman,https://yt3.ggpht.com/vOsrLzWD4z1dbr470nEXydi3Kb55jW6YqcpQiq1LHyj9IvElga7zBHEfqFZvC26BRKmQimEbiA=s800-c-k-c0x00ffffff-no-rj,141110141.5
NowThis Impact,UC4NALVCmcmL5ntpV0thoH6w,5.74093E+13,"Entertainment, Music, Film",US,en,20303706250,2014-08-05T20:15:33Z,"LooLoo Kids💖 is an educational YouTube channel designed for children and parents alike. With a vast collection of nursery rhymes, baby songs, and kid songs, our content is tailored to entertain and inspire kids of all ages while promoting critical thinking, creative exploration, and a sense of imagination. Lovable characters like Johny and his friends, Emmy, Monica, Laura, Siu, and Li take kids on exciting adventures.  At LooLoo Kids, we take education seriously, which is why we ensure that Johny and his friends are always having fun while learning from every adventure and activity. Our channel includes educational kids' songs, kindergarten songs, and learning songs that are perfect for toddlers and preschoolers. From action songs for kids to dance songs and sing-along songs, our animations for kids are among the best. Join us for the best kids' songs, dance songs for kids, and educational children’s songs.",@loolookids,https://yt3.ggpht.com/XQ8Z5bwcV4dgjWEYFI1n1M9W2lgEP6RPh8LxqUq6ScFkXWXXwZIz0TTun_B05TTiTvReU5vy=s800-c-k-c0x00ffffff-no-rj,141120005.8
Tech Indian,UCJrDMFOdv1I2k8n9oK_V21w,5.74133E+13,"Film, Music, Music of Asia, Pop music",IN,,20305119036,2007-05-22T10:13:28Z,"The proud history of Tips Music Limited (Formerly Known as Tips Industries Limited) stretches back over four decades ago, it was founded by Kumar S. Taurani and Ramesh S. Taurani in 1975. Its distributors serve more than 1,000 wholesalers and 400,000 retailers across India. A treat for every music lover and Bollywood connoisseur! Chart-buster songs from super-hit movies like Dil Hai Tumhara, Ramaiya Vastavaiya, Ajab Prem Ki Gazab Kahani and more.  Tips Music - Home To India's Biggest Music Hits. Subscribe to our channel to listen to chartbusters in the making, see premieres of blockbuster videos and get your daily dose of some great music right here.  Subscribe to the Tips Official YouTube channel for all the latest and The Must Have Hits.",@tipsofficial,https://yt3.ggpht.com/zSQrmF-U4JwDv9QalTMOuEEWjGDjM9LvNgahKGGks6WKhe6XEOFf2C4ErQ-1-J9o2wFrHtIw5A=s800-c-k-c0x00ffffff-no-rj,141129870.1
HITC Sevens,UCX6OQ3DkcsbYNE6H8uQQuVA,5.74173E+13,"Lifestyle (sociology), Entertainment, Film",US,en,20306531822,2012-02-20T00:43:50Z,"SUBSCRIBE FOR A COOKIE! New MrBeast or MrBeast Gaming video every single Saturday at noon eastern time! Accomplishments: - Raised $20,000,000 To Plant 20,000,000 Trees - Removed 30,000,000 pounds of trash from the ocean - Helped 2,000 people walk again - Helped 1,000 blind people see - Helped 1,000 deaf people hear - Built wells in Africa - Built and gave away 100 houses - Adopted every dog in a shelter (twice) - Given millions to charity - Started my own snack company Feastables - Started my own software company Viewstats - Started Lunchly, a tasty, better-for-you lunch option - Gave away a private island (twice) - Gave away 1 million meals - I counted to 100k - Ran a marathon in the world's largest shoes - Survived 50 hours in Antarctica - Recreated Squid Game in real life - Created the largest competition show with 1000 people (Beast Games) - Gave $5,000,000 to one person - Passed T-Series to become most subscribed YouTube channel 🥹 you get it, I appreciate all of you so much :)",@mrbeast,https://yt3.ggpht.com/nxYrc_1_2f77DoBadyxMTmv7ZpRZapHR5jbuYe7PlPd5cIRJxtNNEYyOC0ZsxaDyJJzXrnJiuDE=s800-c-k-c0x00ffffff-no-rj,141139734.4
SkitzMACHINE,UCK1i2UviaXLUNrZlAFpw_jA,5.74213E+13,"Music, Entertainment, Film",AR,,20307944609,2011-06-02T16:20:07Z,"El Reino Infantil es la comunidad digital para niños en español N°1 del mundo. Nuestras historias y canciones fomentan las habilidades clave para la vida, incluyendo la comunicación, la cooperación y la creatividad.  Dentro de El Reino Infantil encontrarás series divertidísimas para disfrutar en familia como La Granja de Zenón, Canciones del Zoo, Bichikids, Paco el Marinero, Rondas, La Familia Blu, Michi-guau ¡Y muchas más!",@elreinoinfantil,https://yt3.ggpht.com/JzIyfovSV3fVXtsYTwnKsTTnJML9bae6MM_NC2wU2F35XPn3NevnFU6YGS1-R-i6Xn2Qj9Zv=s800-c-k-c0x00ffffff-no-rj,141149598.7
Carvs,UCIwFjwMjI0y7PDBVEO9-bkQ,5.74253E+13,"Hip hop music, Music, Pop music, Electronic music, Soul music, Rhythm and blues",CA,,20309357395,2007-01-15T21:17:27Z,,@justinbieber,https://yt3.ggpht.com/4Mz5el_eyeB5cBod2jHMV-CC3fYiuSmDuCT9A9tGyYh03KQyVdrP04KYYMttZItBCtn4kfef=s800-c-k-c0x00ffffff-no-rj,141159463.1
Crafty Creations,UCpEhnqL0y41EpW2TvWAHD7Q,5.74293E+13,"Entertainment, Television program, Film",IN,,20310770181,2006-09-20T22:24:59Z,"Sony Entertainment Television is one of the leading Hindi General Entertainment channels in India. Since its launch in October 1995, SET has created a unique space, in television programming, with movie premieres, fiction & non–fiction shows. The Kapil Sharma Show, Shark Tank India, Kaun Banega Crorepati, Indian Idol, Bade Achhe Lagte Hain, Adaalat, CID, Crime Patrol and Super Dancer are some of the popular shows by Sony. Drama, suspense, romance & reality, you name and we have it all for you.",@setindia,https://yt3.ggpht.com/vmmZsYmryt238vqck4KAYf69gOSu22ZfqVE3rwT1tYz4hr68xl7crIUK7kghQgR6RiB9IlQ5mQ=s800-c-k-c0x00ffffff-no-rj,141169327.4
iTwe4kz,UC22nIfOTM7KLIQuFGMKzQbg,5.74333E+13,"Music of Asia, Music",IN,,20312182968,2014-10-29T06:45:10Z,"Welcome to Wave Music, the leading Bhojpuri record label in India! Dive into a vibrant collection of captivating tracks from your favorite artists, including Pawan Singh, Khesari Lal Yadav, Shilpi Raj, Neelkamal Singh, Arvind Akela Kallu, Samar Singh, Dinesh Lal Yadav 'Nirhua', Ashish Yadav, Raushan Rohi, Pramod Premi, Chandan Chanchal, Gunjan Singh, Anu Dubey, Ankush Raja, Golu Gold, Shivani Singh, Ritesh Pandey, Jitendra Singh Anshu, Manoj Tiwari, Kalpana, Bharat Sharma Vyas, Khushi Kakkar, Mohini Pandey, Anupama Yadav, Antra Singh Priyanka, Neha Raj, and many more. Our channel features a blend of Lokgeet, movie songs, Sawan, chhath, Chaita, Holi, shiv charcha, Devi geet, Birha, Dugola, Nirgun, Vivah Geet and engaging music videos that celebrate the rich culture and rhythm of Bhojpuri music. Subscribe to stay updated on the latest hits and timeless classics to take you on an unforgettable journey! The channel has more than 50000 tracks of 5000+ artists of different categories.",@wavemusicindia,https://yt3.ggpht.com/-m-efGozwxkvoZiijhjJcLSuUxZQpXvJu9tObrAbfhrtr67AAf1V674HBB8eHixOLHrj3WBlgxI=s800-c-k-c0x00ffffff-no-rj,141179191.7
Hydraulic Press Channel,UC55IWqFLDH1Xp7iu1_xknRA,5.74373E+13,"Television program, Entertainment, Film",IN,,20313595754,2008-06-13T11:09:32Z,Welcome to the official main channel of Colors TV!  Show some love people by subscribing to our channel: http://www.youtube.com/user/colorstv?sub_confirmation=1 Follow us on Google+: https://plus.google.com/108336806150063826507 Follow us on Facebook: https://www.facebook.com/ColorsTV Follow us on Twitter: https://twitter.com/ColorsTV,@colorstv,https://yt3.ggpht.com/YH2mGkzAp3_ViTqTg7oPXiMROQTQIxilqDe50tIrsuUTMA8orJ_ChO3et-TD81s-d8fppKeFJQ=s800-c-k-c0x00ffffff-no-rj,141189056
Chloe Morello,UC56gTxNs4f9xZ7Pa2i5xNzg,5.74413E+13,"Lifestyle (sociology), Pop music, Music of Asia, Music, Film",IN,,20315008540,2009-09-02T23:16:22Z,"Welcome to Sony Music India's official YouTube channel, the ultimate destination for music enthusiasts and fans of the Indian music scene. Immerse yourself in a world of melodies, rhythms, and harmonies as we proudly present ""Sony Music India - Home To India's Biggest Music Hits.""  Step into a realm where musical brilliance knows no bounds, and every beat resonates with the heartbeat of a nation. With a legacy that spans genres and generations, our channel is a testament to the power of music to unite, inspire, and captivate. From timeless classics to contemporary chart-toppers, we curate a diverse range of sounds that cater to every palate.  hit that subscribe button and become a part of our musical family. Tune in daily to satiate your cravings for remarkable tunes, captivating visuals, and the sheer joy that great music brings.   👉 Subscribe: - https://www.youtube.com/@SonyMusicIndia/videos",@sonymusicindia,https://yt3.ggpht.com/42o3XIW1j5zmzsFeZs3ND4QwaXXrnpK9vqftcEuEdbgNhPbltXRktcSmyJ12-gSRqKch93Ir=s800-c-k-c0x00ffffff-no-rj,141198920.3
BullyJuice,UC0C-w0YjGpqDXGB8IHb662A,5.74454E+13,"Music, Pop music, Lifestyle (sociology)",,,20316421327,2006-08-08T13:59:50Z,Ed Sheeran x  Play - Out Now,@edsheeran,https://yt3.ggpht.com/pZQ5JMD4EOI8TcNYAPTzMexe_fC0CKnb_hYlV4rPfIzmDidF239fH1XKmzkeT30XSg7fxNwc_w=s800-c-k-c0x00ffffff-no-rj,141208784.6
Dance India Dance,UCppHT7SZKKvar4Oc9J4oljQ,5.74494E+13,"Film, Entertainment, Television program",IN,en,20317834113,2005-12-11T06:23:26Z,"Launched in 1992, Zee TV is the pioneer of television entertainment industry in India. Official account of India’s pioneering Hindi General Entertainment Channel of India. Our innovative programming has set new benchmarks, and helped us connect with over 3 billion viewers across world. We celebrate the hopes and ambitions of the great Indian middle class community like no other.",@zeetv,https://yt3.ggpht.com/azn2b7O1Xx3JXUYAQ3XqdFl3bvhrcVhumeccIFs6N-VxhrUdhachSlZFCZlM26NEdEvU06mpS2U=s800-c-k-c0x00ffffff-no-rj,141218648.9
MOVIE MAX,channel_id,view_count,category,country,defaultLanguage,subscriber_count,created_date,description,custom_url,thumbnail,video_count
Cute Songs,UCOmHUn--16B90oW2L6FRR3A,5.74534E+13,"Music of Asia, Pop music, Music, Electronic music",KR,,20319246899,2016-06-29T03:15:23Z,"BLACKPINK Official YouTube Channel 블랙핑크 공식 유튜브 채널입니다.  JISOO, JENNIE, ROSÉ, LISA 지수, 제니, 로제, 리사",@blackpink,https://yt3.ggpht.com/U3VrCkKjzTpQ3VYv4SCPjNfDHeJV-swGNnhLYhr0nV4lZz_GVUNzK4EB-HFRfKv9S5VNh14uAg=s800-c-k-c0x00ffffff-no-rj,141228513.2
Mike Mitchell,UC3IZKseVpdzPSBaWxBxundA,5.74574E+13,"Hip hop music, Pop music, Music, Music of Asia",KR,,20320659686,2008-06-04T08:23:22Z,"Welcome to the official YouTube channel of HYBE, the content hub for BIGHIT MUSIC, BELIFT LAB, SOURCE MUSIC, PLEDIS Entertainment, KOZ ENTERTAINMENT, ADOR, YX LABELS, HYBE x Geffen Records and more.",@hybelabels,https://yt3.ggpht.com/ytc/AIdro_l8g0yRFG8xoe_qeqk8Ki9UFy36cB2IjZEWZWz0h7gl-t0=s800-c-k-c0x00ffffff-no-rj,141238377.5
Jeff Mack Designs,UCVNE660NcgYzi18LwwUZb7Q,5.74614E+13,,,,20322072472,2019-01-18T05:14:32Z,,@billieeilish9372,https://yt3.ggpht.com/ytc/AIdro_n3NfvUAVtcUJvWhSVp-cDJ7ja-VVlBTwJrzFeJuIgAMw=s800-c-k-c0x00ffffff-no-rj,141248241.8
MarioZenium,UCF1JIbMUs6uqoZEY1Haw0GQ,5.74654E+13,"Entertainment, Film",IN,,20323485258,2007-09-01T11:44:51Z,"Welcome to ShemarooEnt, one of the finest destinations for exclusive entertainment content on YouTube.   Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out-of-the-box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content, and Content Distribution with a large content library of over 2900 titles.",@shemaroo,https://yt3.ggpht.com/ytc/AIdro_mhdF4RNZM9OHP-A8BvrQO4q6BenIVFCTfjURrYjYxAxw=s800-c-k-c0x00ffffff-no-rj,141258106.1
Peter Gundry | Composer,UCYiGq8XF7YQD00x7wAd62Zg,5.74694E+13,"Role-playing video game, Action game, Video game culture, Action-adventure game",CL,,20324898045,2013-05-19T00:09:13Z,Lento pero seguro.,@juegagerman,https://yt3.ggpht.com/vOsrLzWD4z1dbr470nEXydi3Kb55jW6YqcpQiq1LHyj9IvElga7zBHEfqFZvC26BRKmQimEbiA=s800-c-k-c0x00ffffff-no-rj,141267970.4
CultureCrash,UC4NALVCmcmL5ntpV0thoH6w,5.74734E+13,"Entertainment, Music, Film",US,en,20326310831,2014-08-05T20:15:33Z,"LooLoo Kids💖 is an educational YouTube channel designed for children and parents alike. With a vast collection of nursery rhymes, baby songs, and kid songs, our content is tailored to entertain and inspire kids of all ages while promoting critical thinking, creative exploration, and a sense of imagination. Lovable characters like Johny and his friends, Emmy, Monica, Laura, Siu, and Li take kids on exciting adventures.  At LooLoo Kids, we take education seriously, which is why we ensure that Johny and his friends are always having fun while learning from every adventure and activity. Our channel includes educational kids' songs, kindergarten songs, and learning songs that are perfect for toddlers and preschoolers. From action songs for kids to dance songs and sing-along songs, our animations for kids are among the best. Join us for the best kids' songs, dance songs for kids, and educational children’s songs.",@loolookids,https://yt3.ggpht.com/XQ8Z5bwcV4dgjWEYFI1n1M9W2lgEP6RPh8LxqUq6ScFkXWXXwZIz0TTun_B05TTiTvReU5vy=s800-c-k-c0x00ffffff-no-rj,141277834.7
